Rank,Corridor Name,Road Type,Number of Links,Total Passenger Count Equivalent,Total DAC-Originating Passenger Count Equivalent,avg_composite,p75_composite,Share of Passenger Count Equivalent Originating from DACs ,pct_dac_pce,pct_dac_share,Corridor Composite DAC Score
2090,West Summerland Place,tertiary,2,456,226,70.04727816433757,70.04727816433757,50%,62.537512504168056,76.44770479048572,69.49
2091,Concourse Way,unclassified,3,298,171,67.87897013,67.92853145334414,57%,58.30276759,80.64910526,69.48
2092,primary,primary,16,14373,3097,57.51412706633143,67.81623537175173,22%,89.51872847,49.38312770923641,69.45
2093,East Arcadia Street,motorway,1,2601,823,73.66497656974364,73.66497656974364,32%,77.63699010781372,61.264866066466595,69.45
2094,Morgan Avenue,residential,1,72,69,75.00250590977055,75.00250590977055,96%,44.659330888073804,94.23696787818162,69.45
2095,"['Suva Street', 'Cord Avenue']",residential,1,250,154,75.31031515991882,75.31031515991882,62%,56.71334889,82.17739246415472,69.45
2096,Pacific Coast Highway,trunk,498,1090298,143945,55.14984837233109,72.98691915099776,13%,99.49983327775925,39.36867844837168,69.43
2097,Monterey Road,secondary,43,37085,6764,44.301925412858346,54.427316087105424,18%,93.84239190841392,45.01500500166723,69.43
2098,Orange Freeway,motorway,38,82974,13122,57.060944824702815,64.18209193347644,16%,96.23207736,42.625319550961436,69.43
2099,Wilcox Avenue,tertiary,29,1278,476,54.497625578483515,62.30965527,37%,71.96843392241858,66.88896298766255,69.43
2100,East Angeleno Avenue,tertiary,6,4581,1272,41.22336426739727,68.89894501,28%,81.95509614315884,56.86339891074803,69.41
2101,Ynez Avenue,tertiary,15,4339,1215,53.72193033013969,62.69264181361044,28%,81.60497944,57.19684339224186,69.40
2102,Challenger Way,secondary,55,18305,3771,56.359433269521226,78.12580920003008,21%,90.73024341447149,48.071579415360674,69.40
2103,East Mission Road,secondary,38,29070,5506,57.83868359723787,72.90652121,19%,92.95320662443036,45.84861621,69.40
2104,"['East Avenue J 3', 'Raysack Avenue']",residential,2,120,99,67.10199888069364,73.37021893298362,83%,49.7888185,88.99077470267866,69.39
2105,East Woodington Drive,residential,2,120,99,67.10199888069364,73.37021893298362,83%,49.7888185,88.99077470267866,69.39
2106,Garvey Avenue North,secondary,4,3944,1127,58.51643876809476,60.527118120233546,29%,80.85472935422918,57.90819161942869,69.38
2107,Vincent Avenue,primary,3,4130,1169,68.16318205991352,68.27988088575557,28%,81.24930532,57.48582860953652,69.37
2108,West 24th Street,residential,4,852,352,64.40407377398364,68.11020991170844,41%,68.20606869,70.51239301989553,69.36
2109,Glendon Way,secondary,4,8936,2136,70.02686544099835,74.17158799502158,24%,86.60108925197288,52.09514282538624,69.35
2110,East 9th Street,residential,4,144,111,54.32989884477559,68.89951928297569,77%,51.62832055129487,87.06235411803934,69.35
2111,Varus Drive,unclassified,2,82,76,70.57372804196564,70.57372804196564,93%,46.07646993442259,92.55863065466266,69.32
2112,Higuera Street,tertiary,12,32970,6073,49.113464810065956,69.93200631489262,18%,93.39779926642214,45.23730132266311,69.32
2113,West Broadway,tertiary,11,981,391,49.98524930385067,66.68518255552678,40%,69.41202623096588,69.18972990996998,69.30
2114,East 192nd Street,residential,3,484,233,67.09009580928357,68.17609445609227,48%,63.05990885850839,75.53628987440257,69.30
2115,Sunset Boulevard,secondary,59,12558,2759,45.91877199661405,58.35574730405874,22%,88.72957653,49.849949983327775,69.29
2116,Acorn Street,residential,4,9306,2194,44.96061545143964,76.37344738007133,24%,86.88451706124263,51.68389463154385,69.28
2117,South Crescent Heights Boulevard,tertiary,48,34218,6248,44.809651789915655,60.72393645012822,18%,93.52006224296989,45.03723463376681,69.28
2118,West 7th Street,tertiary,17,2527,798,37.16514781,52.64832897583467,32%,77.34244748249417,61.20373457819272,69.27
2119,West Fairview Boulevard,tertiary,4,629,282,66.22012747,66.22012747,45%,65.58852950983662,72.94653773480049,69.27
2120,South Tajauta Avenue,residential,8,92,82,65.15595111805341,66.68518255552678,89%,47.10459041902856,91.39713237745916,69.25
2121,North Van Ness Avenue,secondary,3,12918,2817,68.70285757244167,68.70285757244167,22%,88.88518395020563,49.60542403,69.25
2122,Field Avenue,residential,3,51,51,69.69624197064745,69.69624197064745,100%,40.49127486940091,97.98821829498722,69.24
2123,Dace Street,residential,1,334,182,74.57316003575099,74.57316003575099,54%,59.20306768922974,79.27086806713349,69.24
2124,West 17th Street,secondary,1,312,174,74.63121361210187,74.63121361210187,56%,58.53062131821718,79.93775703012115,69.23
2125,North Lake Street,tertiary,6,2574,807,54.725832588521264,70.34130491074785,31%,77.45915305101701,60.98699566522174,69.22
2126,East Spring Street,residential,1,486,233,74.00306556295263,74.00306556295263,48%,63.05990885850839,75.35845281760587,69.21
2127,Volk Avenue,residential,1,486,233,74.00306556295263,74.00306556295263,48%,63.05990885850839,75.35845281760587,69.21
2128,Karen Avenue,residential,1,486,233,74.00306556295263,74.00306556295263,48%,63.05990885850839,75.35845281760587,69.21
2129,Balboa Boulevard,primary,166,216918,30851,50.99774332258073,66.83407536105983,14%,97.92152939868845,40.457930421251525,69.19
2130,South Cabrillo Avenue,residential,9,728,310,42.19998459329548,65.06156185002965,43%,66.87784817161277,71.49049683227743,69.18
2131,South Vignes Street,unclassified,1,1248,463,73.63198209109818,73.63198209109818,37%,71.60164499277538,66.75558519506502,69.18
2132,Santa Rita Street,residential,4,1463,522,68.07585807,71.16564481234913,36%,72.91875069,65.43292209,69.18
2133,Tyler Avenue,tertiary,36,27166,5123,51.439447938796405,77.58672536064219,19%,92.59753251083694,45.748582860953654,69.17
2134,South Azusa Avenue,primary,110,241468,33841,58.643065046583345,62.32333336117678,14%,98.06602200733577,40.26897854840502,69.17
2135,Happy Street,residential,5,420,210,63.61210187358521,63.61210187358521,50%,61.47604757141269,76.81449372012892,69.15
2136,South Roscommon Avenue,residential,2,743,314,61.481243265367496,69.16352731859301,42%,67.02234078026008,71.26820051128155,69.15
2137,East 40th Place,residential,3,618,277,61.73761175661491,66.31107110936625,45%,65.34400355674114,72.91319328665111,69.13
2138,"['Norwalk Boulevard', 'Foster Road']",tertiary,2,50,50,69.68778452517186,72.59281263312646,100%,40.23563410025564,97.98821829498722,69.11
2139,Josephine Street,residential,4,50,50,67.08017658,67.97885847,100%,40.23563410025564,97.98821829498722,69.11
2140,West 89th Street,tertiary,25,50,50,62.34117126222675,62.35705873017199,100%,40.23563410025564,97.98821829498722,69.11
2141,Bonita Street,tertiary,4,50,50,67.70393929,70.23271549,100%,40.23563410025564,97.98821829498722,69.11
2142,North Bradshawe Street,residential,5,50,50,66.86865691589333,69.40889765029195,100%,40.23563410025564,97.98821829498722,69.11
2143,Grape Street,residential,3,147,111,68.26599396911048,68.26599396911048,76%,51.62832055129487,86.57330221184839,69.10
2144,Bob Hope Drive,tertiary,3,26475,4998,69.43040670915576,69.43040670915576,19%,92.39746582194066,45.78192730910303,69.09
2145,Seville Avenue,tertiary,14,298,168,59.31439203645741,61.52384373146671,56%,57.91930643547849,80.26008669556519,69.09
2146,"['Cornwell Street', 'Zonal Avenue']",unclassified,1,1404,504,73.46011844600181,73.46011844600181,36%,72.53528954095809,65.63298877,69.08
2147,Burbank Boulevard,residential,1,4806,1304,72.82111145451356,72.82111145451356,27%,82.17183505612982,55.98532844281428,69.08
2148,Guthrie Avenue,residential,17,1031,402,31.44387327172071,47.85974423014275,39%,69.74547071,68.41169278648438,69.08
2149,Venice Boulevard,primary,237,450645,58793,51.55040126452929,69.06851157312663,13%,98.87740357897077,39.268645103923525,69.07
2150,Abbeywood Avenue,residential,4,780,324,64.78236173642841,64.78236173642841,42%,67.38912971,70.74580416,69.07
2151,East Albertoni Street,secondary,3,1235,457,33.567705505483765,43.577666496821664,37%,71.44603756807825,66.67778148271645,69.06
2152,West Harry Bridges Boulevard,primary,15,4680,1276,57.24671516994245,60.43920245245036,27%,81.97176836723352,56.09647660331222,69.03
2153,West School Street,residential,2,250,150,70.33796369772045,70.33796369772045,60%,56.40213404468156,81.63832389,69.02
2154,East Holt Avenue,tertiary,18,14035,2970,42.48550749,71.42323145417944,21%,89.24085806379904,48.78292764254751,69.01
2155,14th Street,tertiary,42,60258,9607,44.227134667193305,64.57666830942973,16%,95.23174391463822,42.76981215960876,69.00
2156,North Brannick Avenue,tertiary,3,136,105,66.99466241218875,70.02827501524428,77%,50.84472601978437,87.15127265,69.00
2157,East L Street,tertiary,5,373,193,64.80725377348247,67.50545035375093,52%,60.07002334111371,77.91486050905857,68.99
2158,Strathern Street,residential,21,2300,733,50.53851205,64.20662896664633,32%,76.50883627875959,61.44270312326331,68.98
2159,Success Avenue,residential,3,123,99,68.28228238261902,70.27009530810162,80%,49.7888185,88.16272091,68.98
2160,San Antonio Avenue,residential,1,166,118,75.33245069622527,75.33245069622527,71%,52.78426142047349,85.13393353340003,68.96
2161,Dr Glenn T Seaborg Way,residential,1,166,118,75.33245069622527,75.33245069622527,71%,52.78426142047349,85.13393353340003,68.96
2162,Gillette Street,residential,1,1175,439,73.44174177435119,73.44174177435119,37%,70.97365788596198,66.93897965988663,68.96
2163,Mitchell Place,residential,1,1175,439,73.44174177435119,73.44174177435119,37%,70.97365788596198,66.93897965988663,68.96
2164,8th Street,residential,14,1594,549,35.48603909935217,60.96810603339543,34%,73.56341002556408,64.33255529620985,68.95
2165,Golden Springs Drive,primary,13,6973,1736,48.20740708375714,72.16518957207414,25%,84.70601311548293,53.18439479826609,68.95
2166,South Street,primary,49,22067,4304,41.582005556300885,54.21807262126515,20%,91.48605090585751,46.371012559742134,68.93
2167,South Rosemead Boulevard,trunk,30,110483,16138,56.29896617300244,65.68511573126624,15%,96.73224408136045,41.04701567189063,68.89
2168,Rudnick Avenue,residential,12,11391,2497,35.495585422287554,59.45521521588413,22%,87.99599866622208,49.77214627097922,68.88
2169,Kanan Road,primary,35,50175,8264,44.76646114228914,67.45303507438376,16%,94.62042903189952,43.136601089251975,68.88
2170,Foothill Freeway,motorway,230,2313014,275255,59.27941202640576,67.52998738692082,12%,99.82216294320328,37.934867177948206,68.88
2171,154th Street,tertiary,4,456,220,65.99563971699925,68.17473709,48%,62.13737912637546,75.55851950650217,68.85
2172,South Burlington Avenue,residential,10,641,280,41.062693685942676,63.14850857,44%,65.46626653328887,72.21295987551406,68.84
2173,West 67th Street,tertiary,12,48,48,63.87772830926267,63.87772830926268,100%,39.67433588974102,97.98821829498722,68.83
2174,Mott Street,residential,2,48,48,71.54831811689235,71.54831811689235,100%,39.67433588974102,97.98821829498722,68.83
2175,North Bradfield Avenue,residential,12,48,48,63.63065257,64.56831527686127,100%,39.67433588974102,97.98821829498722,68.83
2176,Woodworth Street,residential,2,48,48,71.54831811689235,71.54831811689235,100%,39.67433588974102,97.98821829498722,68.83
2177,West Beach Avenue,residential,4,48,48,67.88948102608651,69.09377949664626,100%,39.67433588974102,97.98821829498722,68.83
2178,Soledad Canyon Road,primary,103,1116947,135075,47.21643502139471,67.52633294,12%,99.44425919751028,38.21273757919306,68.83
2179,East 60th Street,tertiary,6,308,169,62.618369432355756,61.84230309813978,55%,58.09714349227521,79.54873846837835,68.82
2180,West 1st Street,primary,3,2995,893,66.96674936,69.52771953857848,30%,78.44281427142381,59.19751028120485,68.82
2181,Lucas Avenue,residential,4,2082,673,58.14185746385225,58.14185746385225,32%,75.59186395465154,61.98732910970324,68.79
2182,South Beaudry Avenue,primary,1,3629,1034,72.72505157997611,72.72505157997611,28%,79.87662554184728,57.68589529843281,68.78
2183,Orizaba Avenue,residential,15,6027,1532,60.98518450456772,68.01153971449335,25%,83.57230188,53.97354673780149,68.77
2184,Ione Drive,residential,2,24532,4577,42.58271590500931,57.10018209610999,19%,91.90285650772479,45.61520506835612,68.76
2185,East Artesia Boulevard,secondary,3,3294,960,73.17493199239317,78.39509008745625,29%,79.06524397,58.41947315771924,68.74
2186,East California Boulevard,secondary,34,22753,4325,40.98969432322993,68.77009948461789,19%,91.54162498610648,45.92641991775036,68.73
2187,Lincoln Park Avenue,tertiary,10,592,264,57.519775804605864,64.45158164671683,45%,64.69934422585307,72.76870067800378,68.73
2188,Figueroa Way,tertiary,2,6637,1654,72.18972660524403,72.46208767342985,25%,84.22251862,53.239968878515064,68.73
2189,Bryant Road,residential,2,656,282,69.03593474610958,69.03593474610958,43%,65.58852950983662,71.85728576192064,68.72
2190,Wilkie Avenue,residential,7,443,214,50.44130860994799,65.27059649005571,48%,61.826164276981224,75.61409358675114,68.72
2191,Quill Drive,tertiary,5,526,242,45.40808741,68.76195527786363,46%,63.565632988774034,73.83572301878404,68.70
2192,East 231st Street,residential,3,204,131,67.58779733315514,68.58382685834091,64%,54.43481160386796,82.92764254751583,68.68
2193,Esperanza Avenue,primary,1,2210,700,72.99506335775203,72.99506335775203,32%,76.05868622874291,61.29821051461598,68.68
2194,Copa de Oro Road,residential,7,1130,422,49.30222345794069,64.02160929525465,37%,70.44570412359676,66.91119261976213,68.68
2195,Jacmar Avenue,residential,5,1042,397,62.24425102533475,67.26697127,38%,69.62876514393686,67.72257419139713,68.68
2196,Lambert Road,tertiary,2,47,47,69.96928172272945,72.36634103761371,100%,39.36312104034678,97.98821829498722,68.68
2197,Bellflower Boulevard,tertiary,6,616,270,54.88241714487777,63.14934386929174,44%,65.03834612,72.29076358786261,68.66
2198,West Corson Street,primary,1,2550,783,72.85974423014275,72.85974423014275,31%,77.10903634544847,60.22007335778593,68.66
2199,Huntington Drive,primary,266,430246,53584,52.112794390228935,64.26071485,12%,98.79959986662222,38.50172279648772,68.65
2200,Wheeler Avenue,residential,3,525,241,66.01909781679572,67.17926443195202,46%,63.52117372457485,73.75791930643548,68.64
2201,Stanford Avenue,tertiary,3,5679,1453,67.79390841178223,69.50610606680755,26%,83.13882405246193,54.14026898,68.64
2202,Albert Avenue,residential,1,414,204,73.59063457988422,73.59063457988422,49%,60.948093809047464,76.28098254973881,68.61
2203,West 18th Street,primary,5,4156,1135,54.71704102174294,68.10979226008001,27%,80.96032010670223,56.263198844059126,68.61
2204,Community Street,residential,4,219,136,65.94520828,66.25150354586232,62%,54.923863510058915,82.26075358452817,68.59
2205,Ernestine Avenue,residential,2,129,100,72.37443303791443,73.78849703884997,78%,49.96665555185062,87.21796154273646,68.59
2206,Burgess Avenue,residential,7,325,173,61.194883409564696,62.34578213620455,53%,58.458375013893516,78.65955318439481,68.56
2207,Royer Avenue,residential,6,1392,488,32.21527992404309,55.549650425587004,35%,72.25186173168834,64.86606646659997,68.56
2208,Culver Boulevard,secondary,93,395656,48922,56.43051925055155,65.49550189196188,12%,98.68845170612425,38.40168945203957,68.55
2209,South New Avenue,secondary,22,17290,3445,52.49664549805716,60.27423006,20%,90.17450261198178,46.90452373013226,68.54
2210,Hasty Avenue,residential,7,404,200,58.55708522121813,65.64794473633653,50%,60.69245304,76.38101589418696,68.54
2211,Glendale Freeway,motorway,38,588964,70169,62.04779319,79.98905753,12%,99.11081471601645,37.945981993998004,68.53
2212,Bridgeport Lane,residential,9,8337,1945,59.974773841643206,66.46988314107436,23%,85.81749472046238,51.239301989552075,68.53
2213,Gardena Avenue,residential,2,46,46,70.39716581604952,72.25315744631088,100%,39.046348782927645,97.98821829498722,68.52
2214,North Hope Street,secondary,1,46,46,75.49784074108105,75.49784074108105,100%,39.046348782927645,97.98821829498722,68.52
2215,Ferina Street,residential,4,46,46,67.05522189831018,70.23271549,100%,39.046348782927645,97.98821829498722,68.52
2216,"['South Hope Street', 'South Flower Street']",secondary,1,46,46,75.49784074108105,75.49784074108105,100%,39.046348782927645,97.98821829498722,68.52
2217,Goodland Avenue,residential,2,193,126,66.06580519057444,71.04306405940676,65%,53.81793931310437,83.20551295,68.51
2218,Oakman Drive,residential,6,454,216,61.77833279038621,62.11711786964257,48%,61.915082805379576,75.09169723241081,68.50
2219,Pioneer Boulevard,tertiary,14,9918,2200,46.97572489406565,76.31983135227244,22%,86.90674669334223,50.09447593642326,68.50
2220,East Walnut Street,secondary,28,15739,3149,35.638787724383334,54.453993584870986,20%,89.70212292986551,47.29354229187507,68.50
2221,unclassified,unclassified,28,14819,3010,49.20189757034149,69.95894484492595,20%,89.37423585639658,47.61587195731911,68.50
2222,Aviation Boulevard,secondary,97,277421,35050,46.73089431097342,77.28413676,13%,98.15494053573414,38.83516727798155,68.50
2223,West 3rd Street,tertiary,28,27800,4957,56.17312972617566,63.66932014667925,18%,92.36412137379126,44.59264199177503,68.48
2224,Mystic Street,residential,12,1650,554,46.25446539,70.67814094907156,34%,73.65788596198732,63.29887740357897,68.48
2225,Mandeville Canyon Road,tertiary,11,1507,517,57.92034548142704,57.92034548142704,34%,72.77981549405357,64.15471823941313,68.47
2226,Delano Street,residential,3,853,339,66.26112693546726,70.38891719638815,40%,67.78926309,69.12304101367123,68.46
2227,Hatteras Street,residential,78,18709,3643,45.740097961795804,61.52384373146671,19%,90.54129154162499,46.32655329554296,68.43
2228,Vancouver Avenue,residential,2,2928,862,69.32390554390771,69.32390554390771,29%,78.04268089363121,58.814049127486946,68.43
2229,23rd Street,residential,3,564,252,66.39115581,66.39115581,45%,64.03245526,72.82427475825276,68.43
2230,Laurel Canyon Boulevard,secondary,85,98372,13968,49.79875824800547,56.653608092417954,14%,96.40991441591642,40.43570078915194,68.42
2231,"['Workman Street', 'Alhambra Avenue', 'Sichel Street']",unclassified,2,830,331,67.17237318008304,69.83970531,40%,67.63365566299878,69.21195954206958,68.42
2232,South Fairfax Avenue,secondary,52,164372,21898,55.68280097743332,68.06802709723766,13%,97.35467378014894,39.49094142491942,68.42
2233,"['Stagg Street', 'Keswick Street']",residential,1,577,256,73.22143054035769,73.22143054035769,44%,64.29365344003557,72.54640435700789,68.42
2234,West 43rd Street,tertiary,2,90,78,70.00864538870837,70.00864538870837,87%,46.50994776036457,90.32455263,68.42
2235,Meyler Street,residential,3,517,236,61.77965535387623,70.25505984947836,46%,63.254418139379794,73.55785261753918,68.41
2236,District Drive,unclassified,6,474,222,67.36640717,69.46376663,47%,62.25408469,74.53595642992109,68.40
2237,Palo Alto Street,primary,4,7228,1728,63.15978516000234,73.95461797405548,24%,84.66155385128377,52.10625764143604,68.38
2238,Hargis Street,residential,3,601,262,50.864817305256004,69.52333419648004,44%,64.63821274,72.12404135,68.38
2239,Lambert Road,secondary,80,15934,3183,44.71800162048832,63.16062046325919,20%,89.80771368233856,46.948982994331445,68.38
2240,Burchett Street,residential,3,45,45,68.36066167155319,69.42769197,100%,38.76292097365789,97.98821829498722,68.38
2241,Avenue of the Stars,primary,29,68250,10075,28.391432035262472,29.45759583016614,15%,95.42069578748472,41.28042680893631,68.35
2242,West 5th Street,secondary,3,117,93,67.70947317423591,67.70947317423591,79%,48.91630543514505,87.78481716127598,68.35
2243,Vista Drive,residential,4,1518,518,41.648951276761025,69.75011903,34%,72.82427475825276,63.87684783816828,68.35
2244,Halliburton Road,tertiary,18,1538,522,58.100376536145895,65.48297234310917,34%,72.91875069,63.743470045570746,68.33
2245,Elkwood Street,residential,4,428,206,60.827775086245055,66.37257031165164,48%,61.10925864176948,75.52517505835279,68.32
2246,West 36th Place,tertiary,5,166,114,62.74426355,66.99612419288823,69%,52.15071690563521,84.39479827,68.27
2247,Harvest Drive,residential,2,44,44,71.04128903998597,71.04128903998597,100%,38.52950984,97.98821829498722,68.26
2248,Simmons Avenue,residential,6,63,60,60.22745307683956,70.23271549,95%,42.64754918306102,93.83683450038902,68.24
2249,Alabama Street,residential,1,691,286,72.66282148734098,72.66282148734098,41%,65.87195731910637,70.59575414026898,68.23
2250,"['Slater Street', 'Parmelee Avenue']",residential,1,691,286,72.66282148734098,72.66282148734098,41%,65.87195731910637,70.59575414026898,68.23
2251,North Vignes Street,primary,1,807,321,72.69184827551643,72.69184827551643,40%,67.26130932533067,69.14527064577082,68.20
2252,West Verdugo Avenue,secondary,84,41743,6611,46.52417138911329,53.07036594635683,16%,93.73124374791597,42.66977881516061,68.20
2253,Placerita Canyon Road,secondary,2,896,349,67.31562768863236,69.37799142978858,39%,68.02267422474158,68.37834834,68.20
2254,Columbus Avenue,residential,13,1123,412,55.049102980683294,65.73439862342023,37%,70.12893186617761,66.26653328887407,68.20
2255,Valinda Avenue,secondary,30,11860,2472,55.62115238437314,64.11119556955153,21%,87.95153940202289,48.4050239,68.18
2256,"['West 9th Street', 'East 9th Street']",primary,1,2962,860,72.36190349,72.36190349,29%,78.01489385350673,58.30832499722129,68.16
2257,Lexington Avenue,tertiary,1,2637,785,72.34665920462425,72.34665920462425,30%,77.17016783372235,59.14193620095587,68.16
2258,Ratliffe Street,tertiary,2,117,92,69.44711277429272,71.88651152300844,79%,48.73291097032344,87.54029121,68.14
2259,East Carson Street,residential,2,8634,1947,44.68538302830842,60.25418278105866,23%,85.83972435256196,50.42792041791708,68.13
2260,15th Street West,tertiary,36,57911,8657,62.712468664526426,63.86807011535538,15%,94.77603645659664,41.48049349783261,68.13
2261,Pierce Street,residential,8,446,210,45.84791633602579,65.68511573126624,47%,61.47604757141269,74.76936756696676,68.12
2262,Goodrich Boulevard,tertiary,8,208,128,61.18930477709932,61.18930477709932,62%,54.10136712237412,82.13293319995554,68.12
2263,West Del Mar Boulevard,secondary,15,45540,7070,62.76321101709309,67.09824001603782,16%,94.02022896521063,42.21407135711904,68.12
2264,Rose Avenue,tertiary,60,10164,2189,39.12364158807855,52.46957407886933,22%,86.84005779704346,49.372012893186614,68.11
2265,South Gaffey Street,tertiary,15,4185,1117,56.71277540644464,58.59547933877394,27%,80.76581082583083,55.440702456374346,68.10
2266,Todd Place,residential,1,697,286,72.51601693995005,72.51601693995005,41%,65.87195731910637,70.31232633099921,68.09
2267,North Vincent Avenue,tertiary,9,716,291,58.82576780611313,59.473591887534766,41%,66.16094253640102,70.01222629765478,68.09
2268,Westmoreland Drive,residential,5,2225,685,63.21387104588321,63.21387104588321,31%,75.80304545959764,60.353451150383464,68.08
2269,Chalet Drive,residential,2,586,254,68.48546989984715,68.48546989984715,43%,64.14916083138824,72.00177837056798,68.08
2270,San Ysidro Drive,residential,14,2650,785,56.51888560999213,56.92779638647811,30%,77.17016783372235,58.97521396020896,68.07
2271,West Market Street,tertiary,2,85,74,70.59325325559445,71.70833089703217,87%,45.654106924530396,90.48571746137601,68.07
2272,Mountaingate Drive,tertiary,7,3794,1036,61.68192487282507,61.68192487282508,27%,79.90441258197177,56.229854395909754,68.07
2273,East 24th Street,residential,3,166,113,64.53594727565843,67.17957767067334,68%,51.91730576858953,84.20584639324218,68.06
2274,Airdrome Street,tertiary,6,522,234,65.04248909233165,66.49844007116783,45%,63.137712570856955,72.92986551,68.03
2275,Lagoon Avenue,tertiary,7,645,270,61.80695187101963,62.35705873017199,42%,65.03834612,71.02367455818607,68.03
2276,Clyde Avenue,residential,5,393,192,65.68453101898645,71.81122981698506,49%,60.00333444481494,76.03645659664332,68.02
2277,East Acacia Avenue,residential,4,2149,665,64.28441658244026,64.28441658244026,31%,75.46960097810381,60.564632655329554,68.02
2278,Laurel Avenue,tertiary,34,2174,671,26.61671103,29.79276126197616,31%,75.56963432255196,60.45348449483161,68.01
2279,Los Coyotes Boulevard,residential,5,175,116,61.192896581103774,66.93744413909471,66%,52.48416138712905,83.52784261420474,68.01
2280,Olive Avenue,secondary,5,22968,4112,67.25561114962787,70.30998103861607,18%,91.24152495276203,44.748249416472156,67.99
2281,Cañada Boulevard,secondary,54,35223,5655,44.18538828762522,70.59711653315736,16%,93.0754696,42.91430476825609,67.99
2282,North Orange Avenue,tertiary,23,6872,1628,55.50862523,77.03584286275131,24%,84.07246860064465,51.895076136489934,67.98
2283,South Lemon Avenue,secondary,30,8532,1910,34.72225470623777,55.94882096945296,22%,85.62854284761588,50.31677225741914,67.97
2284,Pacific Avenue,tertiary,36,28303,4806,37.576992917556495,57.806535412681576,17%,92.18628431699454,43.75903078804046,67.97
2285,Harvey Drive,secondary,20,38589,6076,46.268909177476885,66.26481619151832,16%,93.40891408247194,42.52528620651328,67.97
2286,Ardmore Avenue,tertiary,2,56,54,69.65061353024215,70.69040947,96%,41.29154162,94.64265866399911,67.97
2287,Bellaire Avenue,tertiary,66,11946,2456,48.96048091699085,66.68518255552678,21%,87.92930976992331,47.99377570301211,67.96
2288,Cliff Drive,residential,4,5107,1292,41.664091148291384,69.64152960732395,25%,82.11626097588085,53.80682449705457,67.96
2289,Paramount Boulevard,tertiary,4,3546,976,68.71799744397204,73.83412547925525,28%,79.31532733133267,56.59664332555296,67.96
2290,Via Moreno,residential,2,3504,968,68.90374800571347,68.90374800571347,28%,79.16527731466044,56.70223408,67.93
2291,Sierra Highway,primary,257,435040,49161,31.55446945908654,49.81101263813827,11%,98.69956652217405,37.16794487051239,67.93
2292,Hyperion Avenue,secondary,38,41475,6441,59.03083719807635,57.93287503027975,16%,93.60898077136824,42.23630098921863,67.92
2293,Ashgrove Drive,residential,7,777,308,53.91032303563524,58.07456334522249,40%,66.81115928,69.01189285317328,67.91
2294,Figueroa Place,secondary,2,1260,441,44.991417259035885,60.71323412714985,35%,71.01811715016116,64.77714793820162,67.90
2295,Ventura Boulevard,tertiary,1,3173,893,71.98225815882455,71.98225815882455,28%,78.44281427142381,57.341336000889186,67.89
2296,"['North Paramount Boulevard', 'Paramount Boulevard']",secondary,2,4024,1075,65.54937895202853,74.77102249471672,27%,80.28787373568967,55.48516172057353,67.89
2297,Index Street,tertiary,5,891,341,60.47587226542596,65.26370523818672,38%,67.87262420806935,67.86706680004446,67.87
2298,Marilla Street,secondary,2,242,138,69.02966997168322,69.02966997168322,57%,55.23507835945315,80.49349783261087,67.86
2299,Tulare Avenue,residential,10,13150,2638,37.81242430064235,55.26324582139546,20%,88.38501722796488,47.30465710792486,67.84
2300,San Jose Avenue,residential,5,295,157,52.76372612076814,67.10575774534945,53%,57.01900633544514,78.64843836834501,67.83
2301,East Sierra Madre Boulevard,primary,31,6444,1536,33.19500531764832,61.92259662370424,24%,83.60008892,52.050683561187064,67.83
2302,Lurline Avenue,tertiary,7,491,223,58.14378910263372,61.03832371342416,45%,62.326330999221966,73.32444148049349,67.83
2303,Wilson Avenue,tertiary,6,5545,1369,54.10509785577654,75.93339918307342,25%,82.6164277,53.00655774146937,67.81
2304,Ranchito Street,residential,4,434,204,64.18950524988097,68.07032418119398,47%,60.948093809047464,74.66933422251861,67.81
2305,Park Circle,tertiary,2,80,70,69.44126565149477,69.44126565149477,88%,44.848282760920306,90.67466933422253,67.76
2306,West San Bernardino Road,secondary,9,291,155,51.302748240526505,65.73439862342023,53%,56.79115260642437,78.72624208069357,67.76
2307,"['Amar Road', 'Athol Street']",tertiary,2,278,150,71.33834376070232,74.41596640410302,54%,56.40213404468156,79.10414582638657,67.75
2308,Forest Avenue,tertiary,5,40,40,66.22660106751756,66.22660106751756,100%,37.51250416805602,97.98821829498722,67.75
2309,Avenue 49,residential,5,40,40,66.22660106751756,66.22660106751756,100%,37.51250416805602,97.98821829498722,67.75
2310,Flamstead Drive,residential,2,40,40,70.49667131652147,70.49667131652147,100%,37.51250416805602,97.98821829498722,67.75
2311,Avenue 56,residential,17,497,224,25.500776586351435,13.547783522807954,45%,62.39857730354562,73.07991552739801,67.74
2312,East 106th Street,residential,4,170,113,65.71090572,65.71090572,66%,51.91730576858953,83.55007224630432,67.73
2313,Blaine Street,secondary,2,713,286,67.87392350292774,67.96502376437765,40%,65.87195731910637,69.57874847,67.73
2314,Vincent Avenue,tertiary,3,529,233,65.71476899688433,66.62806869533985,44%,63.05990885850839,72.39079693231078,67.73
2315,South Rimpau Boulevard,residential,11,360,179,50.23599215422432,62.80937544375486,50%,58.941869512059576,76.50327887073469,67.72
2316,Cahuenga Boulevard East,secondary,10,62471,8913,44.71862809793095,66.78166008169265,14%,94.91497165721907,40.52461931755029,67.72
