Rank,Corridor Name,Road Type,Number of Links,Total Passenger Count Equivalent,Total DAC-Originating Passenger Count Equivalent,avg_composite,p75_composite,Share of Passenger Count Equivalent Originating from DACs ,pct_dac_pce,pct_dac_share,Corridor Composite DAC Score
6285,Lenore Street,residential,8,4088,124,34.354874412155326,55.161965301502704,3%,53.59564299210848,22.68533955763032,38.14
6286,East 36th Place,residential,2,64,14,41.19799193097055,41.19799193097055,22%,26.581082583083248,49.69989996665555,38.14
6287,20th Street,tertiary,4,76,16,38.89902854231229,38.89902854231229,21%,27.664777147938203,48.61064799,38.14
6288,"['E Ave H8', '26th Street East']",residential,1,76,16,44.43019788334155,44.43019788334155,21%,27.664777147938203,48.61064799,38.14
6289,Stewart Avenue,residential,6,993,72,35.23159478882142,57.05037713942047,7%,45.27064577081249,30.999221962876515,38.13
6290,Shasta Circle North,residential,4,214,32,39.714180108088236,65.88057669336852,15%,34.733800155607426,41.49716572,38.12
6291,Caprock Road,residential,8,7801,151,31.12350376304117,48.29953139487291,2%,56.52995442925419,19.695454040235635,38.11
6292,"['Aviation Way', 'Vanderbilt Lane']",residential,2,577,55,37.144891702932746,48.94344579299514,10%,41.569412026230964,34.63932421918417,38.10
6293,Aviation Way,residential,2,577,55,37.144891702932746,48.94344579299514,10%,41.569412026230964,34.63932421918417,38.10
6294,Tujunga Canyon Boulevard,tertiary,14,3487,117,22.648308093253256,13.547783522807954,3%,52.661998443925754,23.485606313215516,38.07
6295,Sanchez Drive,residential,8,3925,122,25.316632140798717,35.69501407485988,3%,53.30665777481383,22.829832166277647,38.07
6296,Three Points Road,tertiary,2,136,24,41.50517470367617,41.50517470367617,18%,31.677225741913972,44.42036234300322,38.05
6297,East Haltern Street,residential,3,239,34,36.50275232423132,39.58825814,14%,35.58964099144159,40.46904523730132,38.03
6298,Stagg Street,tertiary,13,4169,123,40.165460724362134,51.917020974464776,3%,53.467822607535844,22.58530621318217,38.03
6299,Klamath Street,residential,5,196,30,40.238353784341406,36.829564723472856,15%,34.01689452039569,41.930643547849286,37.97
6300,West Burdick Drive,residential,2,32,8,40.99584854281347,40.99584854281347,25%,22.51305990885851,53.423363343336675,37.97
6301,West 211th Street,residential,4,32,8,39.47517896372278,39.47517896372278,25%,22.51305990885851,53.423363343336675,37.97
6302,Howard Avenue,residential,2,37,9,40.11648303916736,53.40083279734707,24%,23.324441480493498,52.61198177170168,37.97
6303,Lavendar Lane,residential,1,77,16,44.30344061411496,44.30344061411496,21%,27.664777147938203,48.26053128820718,37.96
6304,Candlelight Drive,residential,1,77,16,44.30344061411496,44.30344061411496,21%,27.664777147938203,48.26053128820718,37.96
6305,Miraleste Drive,tertiary,25,12155,164,27.904382836188674,51.923494574705344,1%,57.53028787373569,18.372790930310103,37.95
6306,South Park View Street,residential,8,218,32,25.098043719772463,33.220532589356566,15%,34.733800155607426,41.135934200288986,37.93
6307,East Verdugo Avenue,tertiary,8,9228,152,32.62026278640461,51.69274205000126,2%,56.58552850950317,19.128598421696122,37.86
6308,North Toluca Street,residential,8,2859,108,38.76193439528221,63.97608526775646,4%,51.255974213626764,24.391463821273756,37.82
6309,Calle del Mar,residential,5,200,30,37.591570119531895,37.591570119531895,15%,34.01689452039569,41.58052684228076,37.80
6310,Glendon Avenue,unclassified,1,180,28,45.05187233225022,45.05187233225022,16%,33.33889074135823,42.25853062131822,37.80
6311,Giano Avenue,residential,4,54,12,38.84650885003801,39.23419397412231,22%,25.39735467378015,50.17783705679671,37.79
6312,Hampton Drive,residential,3,78,16,25.41082998515944,31.342353216335187,21%,27.664777147938203,47.88262754251417,37.77
6313,Gilman Road,tertiary,6,78,16,35.72449331896612,35.78940334288363,21%,27.664777147938203,47.88262754251417,37.77
6314,"['Foothill Boulevard', 'East Foothill Boulevard']",primary,2,211,31,32.023125370665824,41.260796294594755,15%,34.361453817939314,41.14704901633878,37.75
6315,Barton Circle,unclassified,2,1248,77,42.47590150103994,56.93996049015594,6%,46.29320884739357,29.19862176280982,37.75
6316,South Vernon Avenue,tertiary,6,114,21,32.26557214096578,50.98336076,18%,30.23785706,45.248416138712905,37.74
6317,El Oro Lane,residential,2,2203,98,36.36085518347436,47.76739101380756,4%,49.57207958208292,25.903078804045794,37.74
6318,Scenic Place,residential,2,2203,98,36.36085518347436,47.76739101380756,4%,49.57207958208292,25.903078804045794,37.74
6319,Tupper Street,residential,2,305,38,37.3996592,49.32559703300283,12%,36.934533733466715,38.52950984,37.73
6320,East Fairview Avenue,residential,14,6461,138,30.845690849491483,47.03801465121913,2%,55.23507835945315,20.228965210625763,37.73
6321,East Palmer Avenue,residential,8,608,55,38.94008891803169,66.22576576426071,9%,41.569412026230964,33.855729687673666,37.71
6322,North Palm Avenue,tertiary,7,1755,89,32.540282499561464,51.28845527368711,5%,48.143825719684344,27.242414138046016,37.69
6323,Glyndon Avenue,residential,3,115,21,35.86708654577044,38.792005312528715,18%,30.23785706,45.048349449816605,37.64
6324,South Forecastle Avenue,residential,7,193,29,35.63773613724748,39.66343543523476,15%,33.63899077470268,41.630543514504836,37.63
6325,"['Alta Vista Drive', 'Prospect Drive']",residential,1,164,26,44.80984321357869,44.80984321357869,16%,32.53306657774814,42.69756586,37.62
6326,Oakridge Drive,residential,1,164,26,44.80984321357869,44.80984321357869,16%,32.53306657774814,42.69756586,37.62
6327,Lakeview Road,residential,6,3807,116,30.388819744341518,48.69760560321425,3%,52.48416138712905,22.72979882,37.61
6328,Trenton Avenue,residential,1,99,19,44.41328299239039,44.41328299239039,19%,29.131932866511058,46.07646993442259,37.60
6329,"['Portland Avenue', 'Madison Street']",residential,1,99,19,44.41328299239039,44.41328299239039,19%,29.131932866511058,46.07646993442259,37.60
6330,"['North Sunset Avenue', 'Irwindale Avenue']",primary,1,477,48,46.29167119122597,46.29167119122597,10%,39.67433588974102,35.52295209514283,37.60
6331,"['San Bernardino Road', 'West San Bernardino Road']",secondary,2,28,7,39.64109107,52.687744848267165,25%,21.746137601422696,53.423363343336675,37.58
6332,"['Lark Ellen Avenue', 'South Lark Ellen Avenue']",tertiary,2,28,7,39.64109107,52.687744848267165,25%,21.746137601422696,53.423363343336675,37.58
6333,Cabrillo Boulevard,tertiary,1,61,13,43.47774334,43.47774334,21%,26.14204734911637,48.944092475269535,37.54
6334,East Goodwick Drive,residential,1,61,13,43.47774334,43.47774334,21%,26.14204734911637,48.944092475269535,37.54
6335,"['Brooklake Street', 'Meier Street']",residential,1,61,13,43.47774334,43.47774334,21%,26.14204734911637,48.944092475269535,37.54
6336,Oak Grove Drive,residential,5,156,25,30.33888253130299,43.91585990293777,16%,32.2051795,42.86984550405691,37.54
6337,"['Sumner Avenue', 'Ridgefield Drive']",residential,1,33,8,42.93229031799995,42.93229031799995,24%,22.51305990885851,52.545292875402914,37.53
6338,Evanwood Avenue,residential,12,3985,116,32.89257164813686,48.570326269452124,3%,52.48416138712905,22.518617316883404,37.50
6339,Abdale Street,residential,6,3682,114,27.97138251042041,33.41923035157914,3%,52.15071690563521,22.80760253417806,37.48
6340,North Jackson Street,tertiary,6,621,54,37.81546619666937,58.14525088333319,9%,41.29154162,33.48894075803045,37.39
6341,Montrose Avenue,tertiary,9,1060,70,32.077246060849056,46.90081609128194,7%,44.848282760920306,29.89329776592197,37.37
6342,"['Valley Circle Boulevard', 'Lake Manor Drive']",secondary,2,531,50,30.10735735108631,38.38714426522549,9%,40.23563410025564,34.48371679448705,37.36
6343,"['Sepulveda Tunnel', 'Sepulveda Boulevard']",secondary,1,128,22,44.38195912025861,44.38195912025861,17%,30.688007113482275,44.00355674113594,37.35
6344,Garza Drive,residential,16,15810,160,26.51518790146763,39.59504498108039,1%,57.20795820829166,17.483605646326552,37.35
6345,Stonegate Drive,residential,5,210,30,37.307567012203776,37.307567012203776,14%,34.01689452039569,40.641324886073136,37.33
6346,Woodrow Wilson Drive,residential,16,137,23,15.859537492586682,13.547783522807954,17%,31.11037012337446,43.53673446704457,37.32
6347,Newhall Avenue,residential,24,8276,140,24.335316134439278,34.37857614206838,2%,55.42403023229966,19.217516950094478,37.32
6348,Salonica Street,secondary,1,265,34,45.16526474936725,45.16526474936725,13%,35.58964099144159,39.02411915082805,37.31
6349,Encinal Avenue,residential,2,2416,98,36.45440914824127,47.90772196095793,4%,49.57207958208292,24.99722129598755,37.28
6350,"['Maryland Avenue', 'Encinal Avenue']",unclassified,2,2416,98,36.45440914824127,47.90772196095793,4%,49.57207958208292,24.99722129598755,37.28
6351,Altura Avenue,tertiary,2,2416,98,36.45440914824127,47.90772196095793,4%,49.57207958208292,24.99722129598755,37.28
6352,Pierre Road,residential,12,357,40,26.99151958368486,35.46843806644002,11%,37.51250416805602,37.03456707791486,37.27
6353,Bainford Avenue,residential,2,56,12,40.37083288,40.37083288,21%,25.39735467378015,49.12748694009114,37.26
6354,10th Street West,residential,2,2783,103,32.66129705889723,42.21805382694187,4%,50.38346115,24.135823052128487,37.26
6355,"['East Avenue R 6', 'Cherry Drive']",residential,1,15,4,41.907999699290826,41.907999699290826,27%,19.084139157496942,55.41847282427476,37.25
6356,Papagayo Way,residential,1,15,4,41.907999699290826,41.907999699290826,27%,19.084139157496942,55.41847282427476,37.25
6357,North Studebaker Road,residential,5,4048,114,37.80716189012421,62.051755389794266,3%,52.15071690563521,22.329665444036902,37.24
6358,West Avenue J 8,tertiary,12,4614,118,20.097779207074463,13.547783522807954,3%,52.78426142047349,21.673891297099033,37.23
6359,Galeton Road,tertiary,4,130,22,37.623624882013424,40.29377615543324,17%,30.688007113482275,43.67011226,37.18
6360,Maryknoll Avenue,residential,6,2975,104,22.941569145011428,13.547783522807954,3%,50.58352784261421,23.75236189841058,37.17
6361,Clayton Avenue,residential,15,2005,90,18.36060598,13.547783522807954,4%,48.360564632655326,25.953095476269866,37.16
6362,West 76th Street,residential,9,2020,90,40.77755595835735,62.167236065053416,4%,48.360564632655326,25.93086584417028,37.15
6363,Filmore Street,residential,5,215,30,38.36643918574639,37.58238178370658,14%,34.01689452039569,40.21340446815605,37.12
6364,Barrel Springs Road,tertiary,5,215,30,37.20043937,37.20043937,14%,34.01689452039569,40.21340446815605,37.12
6365,Moonridge Lane,residential,1,45,10,42.82077733321083,42.82077733321083,22%,24.04690452373013,50.17783705679671,37.11
6366,Moonflower Court,residential,1,45,10,42.82077733321083,42.82077733321083,22%,24.04690452373013,50.17783705679671,37.11
6367,East Sierra Madre Avenue,secondary,16,642,54,23.60003174152376,33.19510804647628,8%,41.29154162,32.92208513949094,37.11
6368,North Cliffwood Avenue,residential,5,75,15,37.68345347778512,37.68345347778512,20%,27.07013449,47.132377459153055,37.10
6369,"['Roxford Street', 'Olive View Drive']",tertiary,1,75,15,43.65315702865926,43.65315702865926,20%,27.07013449,47.132377459153055,37.10
6370,Bowman Avenue,residential,10,1570,80,27.689530308978675,47.52087214013047,5%,46.80449038568412,27.331332666444368,37.07
6371,Apollo Drive,residential,2,82,16,40.54165239690269,40.54165239690269,20%,27.664777147938203,46.42658663999111,37.05
6372,Mount Olympus Drive,residential,2,82,16,40.54165239690269,40.54165239690269,20%,27.664777147938203,46.42658663999111,37.05
6373,West Riggin Street,secondary,6,153,24,49.15916285907599,63.12407594577212,16%,31.677225741913972,42.41413804601534,37.05
6374,Ackley Street,tertiary,32,12253,146,29.15123530910397,44.76426697962695,1%,56.035345115038346,18.050461264866065,37.04
6375,Mc Rae Avenue,residential,1,34,8,42.59253071827727,42.59253071827727,24%,22.51305990885851,51.567189063021004,37.04
6376,McCollum Place,residential,4,3384,107,33.04026370523819,48.27744807,3%,51.09480938090475,22.974324774924977,37.03
6377,Walnut Street,tertiary,30,5069,120,21.329816706622005,34.82796929425228,2%,53.051017005668555,21.007002334111373,37.03
6378,Blossom Lane,residential,59,3105,104,16.464690811083706,13.547783522807954,3%,50.58352784261421,23.474491497165722,37.03
6379,Tehachapi Drive,tertiary,14,882,63,35.401822631706445,57.25586174060493,7%,43.32555296209848,30.71579415360676,37.02
6380,Roxanne Avenue,residential,1,57,12,42.999532230176165,42.999532230176165,21%,25.39735467378015,48.61064799,37.00
6381,East Vine Avenue,tertiary,16,3122,104,34.07358604041197,31.27396276218081,3%,50.58352784261421,23.418917416916752,37.00
6382,Spring Canyon Road,residential,1,11,3,41.50037171,41.50037171,27%,17.82260753584528,56.14093586751139,36.98
6383,"['West Trail Road', 'Haskett Road']",residential,1,11,3,41.50037171,41.50037171,27%,17.82260753584528,56.14093586751139,36.98
6384,East 8th Street,residential,2,11,3,35.37102082411019,46.28263947476131,27%,17.82260753584528,56.14093586751139,36.98
6385,Lincoln Place,residential,1,232,31,44.845970079437336,44.845970079437336,13%,34.361453817939314,39.59097476936756,36.98
6386,Dyer Way,tertiary,1,232,31,44.845970079437336,44.845970079437336,13%,34.361453817939314,39.59097476936756,36.98
6387,"['Dyer Way', 'Mitchell Drive']",tertiary,1,232,31,44.845970079437336,44.845970079437336,13%,34.361453817939314,39.59097476936756,36.98
6388,Dickason Drive,tertiary,2,4385,114,31.436846897266058,40.38137858449511,3%,52.15071690563521,21.785039457596977,36.97
6389,Avenida Loma Vista,residential,1,124,21,44.00649030630571,44.00649030630571,17%,30.23785706,43.69234189174169,36.97
6390,Russell Avenue,residential,2,124,21,30.555915200013363,39.059981038616066,17%,30.23785706,43.69234189174169,36.97
6391,North Bronson Avenue,residential,8,4395,114,34.23331168505726,54.51914723890508,3%,52.15071690563521,21.751695009447594,36.95
6392,Lexington Road,residential,10,520,48,24.39008244443145,38.47015253,9%,39.67433588974102,34.18361676,36.93
6393,San Juan Avenue,residential,6,176,26,41.592603111226204,51.62967665410928,15%,32.53306657774814,41.30265644,36.92
6394,South Golden West Avenue,residential,6,2133,90,31.29025117568933,49.03271882857071,4%,48.360564632655326,25.469600978103813,36.92
6395,North Dudley Street,tertiary,5,156,24,30.346609086428828,39.63263362763851,15%,31.677225741913972,42.09180838,36.88
6396,Bonnie Cove Avenue,tertiary,28,4549,114,24.471685606173605,45.95462632708805,3%,52.15071690563521,21.607202400800265,36.88
6397,Punta del Este Drive,residential,5,116,20,37.24646458,37.63249997911743,17%,29.68211626097588,44.059130821384905,36.87
6398,Stratus Street,tertiary,14,13916,147,27.14704260881913,40.74630169483031,1%,56.129821051461604,17.59475381,36.86
6399,Friendly Valley Parkway,residential,6,3092,102,21.347566900830014,13.547783522807954,3%,50.25564076914527,23.374458152717573,36.82
6400,Ashworth Street,tertiary,8,58,12,18.448586040411968,13.547783522807954,21%,25.39735467378015,48.12715349560965,36.76
6401,Amelia Avenue,secondary,16,834,60,30.320986159025036,36.00637336384975,7%,42.64754918306102,30.85472935422919,36.75
6402,20th Street East,secondary,1,998,65,46.931095834342656,46.931095834342656,7%,43.742358563965766,29.754362565299548,36.75
6403,23rd Street,tertiary,16,256,32,29.58048982182982,45.61319612085168,13%,34.733800155607426,38.635100589085255,36.68
6404,Calle de Ricardo,residential,4,2447,93,33.08641421,49.98961091574296,4%,48.91630543514505,24.44148049349783,36.68
6405,East Stearns Street,secondary,35,1856,84,18.12622983488441,13.547783522807954,5%,47.37690341224853,25.975325108369457,36.68
6406,South Adams Street,tertiary,14,547,48,34.63743065491356,32.63905710968368,9%,39.67433588974102,33.61120373457819,36.64
6407,Jessen Drive,residential,2,2731,97,33.39678157655136,43.32128060342307,4%,49.438701789485386,23.841280426808936,36.64
6408,Baldwin Street,residential,3,65,13,53.00653485581273,65.17516309,20%,26.14204734911637,47.132377459153055,36.64
6409,Ballina Drive,residential,6,65,13,24.09369596632057,34.51222466316396,20%,26.14204734911637,47.132377459153055,36.64
6410,North Canyon Boulevard,residential,17,12726,140,25.792432545576848,43.28478829238955,1%,55.42403023229966,17.85039457596977,36.64
6411,Calle del Rodeo,residential,4,160,24,37.591570119531895,37.591570119531895,15%,31.677225741913972,41.58052684228076,36.63
6412,West Road,tertiary,20,429,42,26.605139620939383,37.11628256638573,10%,38.046015338446146,35.1783928,36.61
6413,"['Columbus Avenue', 'Killion Street']",residential,2,41,9,31.614035600624806,40.64716163953323,22%,23.324441480493498,49.82772035122819,36.58
6414,Sierra Highway,secondary,2,140,22,40.26600232214305,40.26600232214305,16%,30.688007113482275,42.46415471823941,36.58
6415,South Barranca Street,secondary,20,15492,144,25.89836865273938,35.010274230059224,1%,55.85195065021674,17.294653773480047,36.57
6416,Warm Springs Road,residential,2,2643,95,33.59359990644603,43.61650809826507,4%,49.17750361231521,23.963543403356674,36.57
6417,"['Fallston Street', 'Highgate Avenue']",residential,1,25,6,41.74135669954977,41.74135669954977,24%,20.862509725464044,52.245192842058465,36.55
6418,Avenida Velarte,residential,7,260,32,21.583102531088198,27.609591787298378,12%,34.733800155607426,38.33500056,36.53
6419,I-10 Metro ExpressLanes,motorway,2,1930,84,40.37083288,53.78235755991213,4%,47.37690341224853,25.686339891074805,36.53
6420,Shadow Pines Boulevard,residential,3,310,35,38.86255363342995,38.9310833,11%,35.89529843281093,37.156830054462596,36.53
6421,"['Temple Avenue', 'West Temple Avenue']",primary,2,528,47,41.582962319470084,41.59397788116976,9%,39.36312104034678,33.67789263087696,36.52
6422,Delevan Drive,tertiary,4,3590,104,29.347335800262286,45.14688807771662,3%,50.58352784261421,22.440813604534846,36.51
6423,McLaughlin Avenue,tertiary,20,398,40,16.935032200940547,13.547783522807954,10%,37.51250416805602,35.50072246304324,36.51
6424,North Dos Robles Place,residential,1,30,7,41.98296816659288,41.98296816659288,23%,21.746137601422696,51.261531621651656,36.50
6425,Empire Drive,residential,1,30,7,41.98296816659288,41.98296816659288,23%,21.746137601422696,51.261531621651656,36.50
6426,Inspiration Way,residential,2,2125,87,34.69369429571405,45.266649682167106,4%,47.81593864621541,25.09169723,36.45
6427,Alene Drive,residential,2,2125,87,34.69369429571405,45.266649682167106,4%,47.81593864621541,25.09169723,36.45
6428,30th Street East,tertiary,37,6883,123,16.348764168831494,13.547783522807954,2%,53.467822607535844,19.428698455040568,36.45
6429,"['West Camino Real Avenue', 'East Camino Real Avenue']",tertiary,2,613,50,33.07498099685091,42.838579733872386,8%,40.23563410025564,32.655329554295875,36.45
6430,North Muscatel Avenue,tertiary,22,2089,86,36.42355988,45.23626552619929,4%,47.671446037568074,25.18617316883406,36.43
6431,Orkney Street,residential,12,4312,108,32.28958710960014,51.14436546188094,3%,51.255974213626764,21.584972768700677,36.42
6432,"['Graves Avenue', 'West Graves Avenue']",residential,2,197,27,32.15604300141166,41.46017274071352,14%,32.949872179615426,39.89107480271202,36.42
6433,North Oak Avenue,tertiary,2,1065,65,35.13755356382134,45.93243858432804,6%,43.742358563965766,29.08747360231188,36.41
6434,East Mountain Street,secondary,4,5505,117,23.044659488627346,23.044659488627346,2%,52.661998443925754,20.16227631,36.41
6435,Lindaraxa Park South,residential,1,113,19,43.41071026,43.41071026,17%,29.131932866511058,43.57007891519395,36.35
6436,Claywood Drive,residential,1,36,8,41.91217621557506,41.91217621557506,22%,22.51305990885851,50.17783705679671,36.35
6437,South Jenifer Avenue,residential,5,625,50,36.76127868222558,36.76127868222558,8%,40.23563410025564,32.438590641324886,36.34
6438,Monterey Pass North Access,secondary,2,269,32,35.68060509367926,46.74701587911491,12%,34.733800155607426,37.91819495387351,36.33
6439,North Formosa Avenue,residential,16,4374,108,22.02848697344571,18.040984154297217,2%,51.255974213626764,21.373791263754587,36.31
6440,North Garfield Avenue,residential,20,201,27,19.126690444966044,13.547783522807954,13%,32.949872179615426,39.67989329776592,36.31
6441,Las Lomas Road,tertiary,24,24217,148,30.344801002920775,46.94132829923904,1%,56.235411803934646,16.36100922529732,36.30
6442,Alana Drive,residential,2,166,24,40.18769264181361,40.18769264181361,14%,31.677225741913972,40.91363788,36.30
6443,West Avenue L 8,residential,2,215,28,40.39349048171939,40.42517979902604,13%,33.33889074135823,39.23530065577415,36.29
6444,East Verdugo Avenue,secondary,4,6484,120,37.09926326252746,60.65074300224697,2%,53.051017005668555,19.517616983438923,36.28
6445,Cabrillo Avenue,tertiary,40,17012,141,22.036391030513627,37.80645188235589,1%,55.55185061687229,16.99455374,36.27
6446,Charnock Road,residential,18,837,58,17.340709989206022,13.547783522807954,7%,42.164054684894964,30.37679226408803,36.27
6447,Crown Hill Avenue,residential,3,60,12,38.43710584127568,38.43710584127568,20%,25.39735467378015,47.132377459153055,36.26
6448,Pioneer Drive,residential,3,60,12,38.43710584127568,38.43710584127568,20%,25.39735467378015,47.132377459153055,36.26
6449,Manzanita Street,residential,4,1230,68,32.469960406625624,50.20397061403142,6%,44.39257530287874,28.120484605979772,36.26
6450,Bradley Avenue,residential,2,16,4,39.47517896372278,39.47517896372278,25%,19.084139157496942,53.423363343336675,36.25
6451,Skyline Ranch Road,secondary,25,14929,138,23.869241628173107,33.26219333929183,1%,55.23507835945315,17.272424141380462,36.25
6452,West Avenue Y 8,residential,4,4482,108,31.60829289073398,49.66880225866001,2%,51.255974213626764,21.20151161498277,36.23
6453,Hillcrest Avenue,residential,5,4273,106,32.62402165106042,61.23837884343911,2%,51.00589085250638,21.429365344003557,36.22
6454,South la Verne Avenue,residential,2,48,10,39.49668802,39.49668802,21%,24.04690452373013,48.37167944870512,36.21
6455,Croco Place,residential,2,74,14,39.844383003249334,40.06907957934129,19%,26.581082583083248,45.80971434922752,36.20
6456,Mooncrest Drive,residential,2,74,14,39.80428844692065,39.80428844692065,19%,26.581082583083248,45.80971434922752,36.20
6457,West Garvey Avenue South,tertiary,2,1569,75,37.98103026,50.19765363315152,5%,45.84861621,26.53662331888407,36.19
6458,"['West Merced Avenue', 'Merced Avenue']",tertiary,2,1569,75,37.98103026,50.19765363315152,5%,45.84861621,26.53662331888407,36.19
6459,Camino Lindo Road,residential,4,638,50,38.03156611007626,62.51534869734457,8%,40.23563410025564,32.13849060798044,36.19
6460,Parkman Avenue,secondary,4,1039,63,37.60331657158131,38.62536231278766,6%,43.32555296209848,29.031899522062908,36.18
6461,North Michillinda Avenue,secondary,9,1758,78,17.960180165631353,13.547783522807954,4%,46.50994776036457,25.830832499722128,36.17
6462,South Edenfield Avenue,residential,2,2490,90,35.216072069964994,46.05021634354352,4%,48.360564632655326,23.974658219406468,36.17
6463,Palmero Drive,residential,6,115,19,36.61012359703857,36.11183040002673,17%,29.131932866511058,43.169945537401354,36.15
6464,Tabor Street,residential,2,31,7,27.76537584470042,34.87417200564665,23%,21.746137601422696,50.48905190619095,36.12
6465,Indian Peak Road,tertiary,1,31,7,41.56594301561182,41.56594301561182,23%,21.746137601422696,50.48905190619095,36.12
6466,Rocky Mesa Place,residential,1,31,7,41.56594301561182,41.56594301561182,23%,21.746137601422696,50.48905190619095,36.12
6467,South Electric Avenue,residential,5,646,50,38.409916720265294,53.57029495,8%,40.23563410025564,31.932866511059245,36.08
6468,Buckler Avenue,residential,11,68,13,35.88384956340217,34.63522306773474,19%,26.14204734911637,46.00422363009892,36.07
6469,Valerie Avenue,residential,6,5613,114,34.37878496788259,55.20978641295723,2%,52.15071690563521,19.967767033455598,36.06
6470,Marengo Avenue,tertiary,32,7968,122,18.33594409106476,13.547783522807954,2%,53.30665777481383,18.806268756252084,36.06
6471,Blix Street,residential,6,1476,72,30.544534193138816,47.54128486346968,5%,45.27064577081249,26.80337890407914,36.04
6472,Glenwood Road,residential,12,91,16,17.133601187244363,13.547783522807954,18%,27.664777147938203,44.37034567077915,36.02
6473,Sunny Brae Avenue,residential,6,2040,82,36.389290298509536,59.51765413433347,4%,47.10459041902856,24.919417583638992,36.01
6474,East Colorado Avenue,residential,4,128,20,37.23071911257382,37.23071911257382,16%,29.68211626097588,42.33633433366678,36.01
6475,27th Street,tertiary,4,4368,105,25.74817069,25.74817069,2%,50.84472601978437,21.162609758808493,36.00
6476,Paseo de Gracia,residential,7,4888,109,25.21225652401676,31.53342883633903,2%,51.42825386239858,20.57352450816939,36.00
6477,Oswego Street,residential,4,2079,83,33.829051011969895,51.23624882013415,4%,47.21018117150162,24.78048238301656,36.00
6478,Harriman Avenue,residential,2,37,8,50.42600466099218,56.39153169558209,22%,22.51305990885851,49.449816605535176,35.98
6479,North Bonnie Beach Place,secondary,1,37,8,41.53983978883534,41.53983978883534,22%,22.51305990885851,49.449816605535176,35.98
6480,Shirlee Street,residential,1,37,8,41.53983978883534,41.53983978883534,22%,22.51305990885851,49.449816605535176,35.98
6481,Wystone Avenue,residential,10,5497,113,27.277725803352904,29.41040119615426,2%,51.91730576858953,20.01778370567967,35.97
6482,East Puente Street,tertiary,11,794,55,26.32649954020352,41.660958761078206,7%,41.569412026230964,30.365677448038237,35.97
6483,166th Place,residential,4,3711,100,33.37683871129414,53.20589389978032,3%,49.96665555185062,21.962876514393688,35.96
6484,87th Street East,secondary,4,172,24,37.20043937,37.20043937,14%,31.677225741913972,40.21340446815605,35.95
6485,Anza Avenue,tertiary,2,1402,70,36.30196630386662,47.67905769439595,5%,44.848282760920306,27.025675225075023,35.94
6486,Larch Street,residential,7,2020,81,42.10886030030345,51.22351044546723,4%,46.95454040235634,24.89718795,35.93
6487,Creemore Drive,residential,2,1800,77,36.38507897792293,47.80372670548042,4%,46.29320884739357,25.530732466377682,35.91
6488,Tujunga Canyon Place,residential,2,1800,77,36.38507897792293,47.80372670548042,4%,46.29320884739357,25.530732466377682,35.91
6489,"['Foothill Boulevard', 'Creemore Drive']",residential,2,1800,77,36.38507897792293,47.80372670548042,4%,46.29320884739357,25.530732466377682,35.91
6490,Tosca Road,residential,4,140,21,21.581417008444916,21.581417008444916,15%,30.23785706,41.58052684228076,35.91
6491,Shatto Place,residential,1,55,11,42.13039919142645,42.13039919142645,20%,24.630432366344337,47.132377459153055,35.88
6492,East Walnut Canyon Road,residential,3,84,15,38.17899713490983,38.17899713490983,18%,27.07013449,44.68711792819829,35.88
6493,Pali Avenue,residential,4,1828,77,24.966431250365446,24.966431250365446,4%,46.29320884739357,25.45292875402912,35.87
6494,Partridge Drive,residential,2,4566,105,34.21078460034916,44.542285139119755,2%,50.84472601978437,20.862509725464044,35.85
6495,Sherman Place,unclassified,2,1630,74,33.86820585213462,44.02841701679795,5%,45.654106924530396,26.019784372568633,35.84
6496,East Alosta Avenue,primary,9,201,26,17.72898678643059,13.547783522807954,13%,32.53306657774814,39.13526731,35.83
6497,Lemon Avenue,secondary,24,1588,73,23.17717686989595,32.38533374541628,5%,45.51517172390797,26.097588084917195,35.81
6498,"['Calle de Ricardo', 'Paseo de Las Tortugas']",tertiary,2,1451,70,35.72184819,46.80888052657517,5%,44.848282760920306,26.68111593,35.76
6499,"['Vista del Vegas', 'Paseo del Pavon']",residential,2,1451,70,35.72184819,46.80888052657517,5%,44.848282760920306,26.68111593,35.76
6500,Myra Avenue,residential,6,2811,90,25.63719716776509,40.619909870778585,3%,48.360564632655326,23.152161831721685,35.76
6501,Lucille Avenue,residential,2,2023,80,38.972952880543275,51.68553755941094,4%,46.80449038568412,24.708236078692895,35.76
6502,Ridgeway Drive,residential,4,3276,94,37.64763985064778,61.74749618,3%,49.07191285984217,22.418583972435258,35.75
6503,North Benton Way,residential,6,2275,84,31.316075968046864,49.71714543465005,4%,47.37690341224853,24.108036012004003,35.74
6504,Eucalyptus Drive,residential,2,797,54,30.789486873209317,39.410338548409996,7%,41.29154162,30.16005335111704,35.73
6505,West 36th Place,unclassified,1,32,7,41.19799193097055,41.19799193097055,22%,21.746137601422696,49.69989996665555,35.72
6506,Broadway Place,secondary,1,32,7,41.19799193097055,41.19799193097055,22%,21.746137601422696,49.69989996665555,35.72
6507,East Avenue R 8,tertiary,49,10716,123,22.690339615552528,37.39235029277379,1%,53.467822607535844,17.961542736467713,35.71
6508,West Roses Road,residential,2,63,12,37.54615050494082,39.83827484818363,19%,25.39735467378015,45.959764365899744,35.68
